,23
"""A",1
"""Existential",1
"""Not",1
"""Very",1
$2,1
'Broken,1
'Calorie-Bomb,1
'Don'T,1
'Energy,1
'Exciting,1
'Explosive,1
'Foreign,1
'Forever,1
'Gun,1
'Hard,1
'Kill-Switch,1
'Largest,1
'Mega,1
'Method,1
'No,1
'Polio,1
'Sea,1
'Serious,1
'Sextortion,1
'Sleepy,1
'Subbies,1
'Supervolcano,1
'Very,1
'Virgin,1
'We'Ve,1
'Weak,1
'Wettest,1
'Whale,1
"1,000",2
"10,000",1
100,1
15,1
17Th,1
1864,1
1963,1
1997,1
200,1
2024,3
24-Year-Old,1
24Th,1
3,1
30,1
385-Million-Year-Old,1
41'S,1
50,1
70,1
700,1
8,1
80,1
96,1
Able,1
Abortion,2
Abortions,1
Accessibility,1
Across,2
Action,1
Actually,1
Adapt,1
Adds,1
Adventures,1
Advertise,1
Advice,1
Affects,1
Africa,1
Africa'S,2
African,1
Age,1
Aged,1
Agent,1
Ago,1
Ai,4
Aid,1
Aiding,1
Alaska,2
Alexander,1
Alive,1
Allows,1
Almost,1
Alom,1
Alone,1
Along,1
Also,1
Alter,1
Always,1
America,7
Americans,1
Ammo,1
Amy,1
Analysed,1
Ancient,2
Angeles,1
Animals,1
Annabelle'S,1
Answer,1
Antarctic,1
Antarctica,1
Anthony,1
Apparently,1
Apple,2
Approach,1
April,2
Archive,1
Arizona,1
Arizonans,1
Around,1
Art,3
Artificial,1
Arts,1
Asexual,1
Asia,1
Asked,1
Astrophysicist,1
Attached,1
Attack,1
Attacking,1
Attempt,1
Attend,1
Attitude,2
Attraction,1
Attractions,1
Audio,2
Auroch,1
Aurora,1
Australia,2
Average,1
Avocado,1
Award,1
Awards,1
Away,1
Baba,1
Baby,1
Back,3
Backs,1
Bafta,1
Baldur'S,1
Ban,2
Bands,1
Bank'S,1
Banking,1
Bat,1
Bbc,11
Bbc'S,1
Bear,2
Bears,2
Beat,1
Beats,1
Beaumont,1
Beautiful,1
Beaver,1
Beavers,1
Became,3
Beck,1
Become,2
Becoming,1
Bedford,1
Bedroom,1
Beds,1
Began,1
Behind,3
Believe,2
Believers,1
Belly,1
Beneath,1
Benefits,2
Bermuda,1
Best,7
Better,1
Biden,3
Big,2
Billion,1
Billionaire,1
Biopic,1
Birds,4
Birthday,1
Births,1
Black,1
Blames,1
Bloody,1
Blooms,1
Blue,2
Blues,3
Bluey,1
Blurring,1
Bobbing,1
Bodies,1
Body,2
Bogota,1
Bones,1
Book,1
Books,1
Born,2
Boss,1
