,23
"""Very",1
$2,1
'Broken,1
'Calorie-Bomb,1
'Exciting,1
'Explosive,1
'Forever,1
'Gen,1
'Gun,1
'Hard,1
'Hid,1
'It,2
'Kill-Switch,1
'Largest,1
'Major,1
'Mega,1
'Method,1
'Polio,1
'Sea,1
'Serious,1
'Sextortion,1
'She,1
'Sleepy,1
'Someone,1
'Subbies,1
'Supervolcano,1
'Unsung,1
'Virgin,1
'Wettest,1
'Whale,1
"1,000",2
10,1
"10,000",1
100,1
12,1
15,1
17Th,1
18Th,1
1963,1
1997,1
200,2
2024,2
24-Year-Old,1
276,1
3,1
30,1
385-Million-Year-Old,1
40,1
439,1
50,1
70,1
700,1
77-Yard,1
80,1
82,1
89-Year-Old,1
96,1
A-Bomb,1
Abandoned,1
Abducted,1
Aberg,1
Able,1
Accessibility,1
Across,2
Action,2
Actually,1
Adapt,1
Added,1
Adds,1
Adventures,1
Advertise,1
Advice,1
Affects,1
Africa,1
Africa'S,1
Age,1
Aged,1
Ago,2
Ai,4
Aiding,1
Ailing,1
Air,1
Alaska,2
Alexander,1
Alive,1
Allies,1
Allows,1
Almost,1
Alom,1
Alone,1
Along,1
Also,1
Alter,1
Ambitious,1
America,7
Analysed,1
Ancient,2
Angeles,1
Animals,1
Answer,1
Antarctic,1
Antarctica,1
Anthony,1
Antony,1
App,1
Apparently,1
Apple,2
Approach,1
April,1
Archive,1
Aries,1
Art,3
Artificial,1
Arts,1
Asexual,1
Asia,1
Asked,1
Astrophysicist,1
Atomic,1
Attached,1
Attack,7
Attacker,2
Attacks,1
Attend,1
Attitude,1
Attraction,1
Attractions,1
Audio,2
Augusta,1
Auroch,1
Aurora,1
Australia,3
Average,1
Aviv,1
Avocado,1
Award,1
Awards,1
Away,1
Baba,1
Baby,1
Back,4
Backs,1
Badly,1
Bafta,1
Baldur'S,1
Ban,1
Bank'S,1
Bat,1
Bates,1
Bbc,9
Bbc'S,1
Bear,2
Bears,2
Beat,1
Beautiful,1
Beaver,1
Beavers,1
Became,4
Beck,1
Become,2
Becoming,1
Bedford,1
Bedroom,1
Beds,1
Began,1
Behind,3
Believe,2
Believers,1
Belly,1
Beneath,1
Benefits,2
Bermuda,1
Best,5
Better,1
Biden,3
Big,3
Billion,1
Billionaire,1
Birdie,1
Birdies,1
Birds,4
Birthday,1
Births,1
Bit,1
Black,1
Bloody,1
